Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,ECO,Moves
"New Orleans, USA","New Orleans, USA",1920.??.??,?,Carlos Torre Repetto,Edwin Ziegler Adams,1-0,?,?,C11,e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 c1g5 d5e4 c3e4 f8e7 g5f6 e7f6 g1f3 c7c6 c2c3 d8c7 f1d3 b8d7 d1e2 b7b6 g2g4 c6c5 d4c5 d7c5 e4c5 c7c5 g4g5 f6c3 b2c3 c5c3 e2d2 c3a1 e1e2 a1h1 d3b5 c8d7 d2d7 e8f8 g5g6 h7g6 f3g5
"New Orleans, USA","New Orleans, USA",1920.??.??,?,Edwin Ziegler Adams,Carlos Torre Repetto,1-0,?,?,C41,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 d1d4 b8c6 f1b5 c8d7 b5c6 d7c6 b1c3 g8f6 e1g1 f8e7 c3d5 c6d5 e4d5 e8g8 c1g5 c7c6 c2c4 c6d5 c4d5 f8e8 f1e1 a7a5 e1e2 a8c8 a1e1 d8d7 g5f6 e7f6 d4g4 d7b5 g4c4 b5d7 c4c7 d7b5 a2a4 b5a4 e2e4 a4b5 c7b7
Luisiana ch,New Orleans USA,1923.??.??,?,Leon L Labatt,Carlos Torre Repetto,0-1,?,?,D67,d2d4 d7d5 g1f3 g8f6 c2c4 e7e6 c1g5 f8e7 e2e3 b8d7 b1c3 e8g8 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1 d5c3 c1c3 b7b6 d1e2 f8d8 c4d3 c8b7 d3a6 b7a6 e2a6 c6c5 a6e2 a8c8 f1c1 c8c7 d4c5 c7c5 a2a3 g7g6 g2g3 e6e5 b2b4 c5c3 c1c3 e5e4 f3d4 d7e5 d4c6 e7c7 e2c2 e5f3 g1f1 d8d3 h2h3 c7d7
?,"New Orleans, USA",1923.??.??,?,LaBatt Leon L,Torre Repetto Carlos (MEX),0-1,,,D68,d2d4 d7d5 g1f3 g8f6 c2c4 e7e6 c1g5 f8e7 e2e3 b8d7 b1c3 e8g8 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1 d5c3 c1c3 b7b6 d1e2 f8d8 c4d3 c8b7 d3a6 b7a6 e2a6 c6c5 a6e2 a8c8 f1c1 c8c7 d4c5 c7c5 a2a3 g7g6 g2g3 e6e5 b2b4 c5c3 c1c3 e5e4 f3d4 d7e5 d4c6 e7c7 e2c2 e5f3 g1f1 d8d6 h2h3 c7d7
Simultaneous Exhibition,"New York, NY",1924.05.29,?,Emanuel Lasker,Carlos Torre Repetto,1/2-1/2,?,?,C11,e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 c1g5 d5e4 c3e4 f8e7 g5f6 e7f6 g1f3 b8d7 f1d3 c7c5 e1g1 c5d4 f1e1 d8b6 e4f6 g7f6 a1b1 d7c5 f3d4 c8d7 b2b4 c5d3 d1d3 e8c8 e1d1 h8g8 b4b5 e6e5 d4f5 d7f5 d3f5 b6e6 f5e4 h7h5 c2c4 f6f5 e4e3 f5f4 e3a7 d8d1 b1d1 g8g2 g1f1 g2g1 f1g1
Western Championsip,"Detroit, MI",1924.08.23,1,Carlos Torre Repetto,Bertram Claude Jenkines,1-0,?,?,C68,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 b7c6 d2d4 e5d4 f3d4 f8c5 e1g1 g8e7 b1c3 e8g8 c1e3 c5d4 d1d4 d7d5 a1d1 f7f5 e3g5 f5e4 d4c5 f8f7 c3e4 c8f5 e4g3 f5e6 f1e1 d8d7 g5e7 f7e7 e1e2 a8e8 d1e1 d7d6 c5d6 c7d6 g3f5 e6f5 e2e7 e8e7 e1e7 f5c2 e7d7 d5d4 d7d6 d4d3 g1f1 g8f7 f1e1 c2b1 d6c6 b1a2 c6a6 a2b1 e1d2 f7e7 b2b4 e7d7 a6a7 d7c6 a7g7 c6b5 g7h7
"Western op, USA","Western op, USA",1924.08.23,2,Irving Spero,Carlos Torre Repetto,0-1,?,?,C58,e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 c6a5 d2d3 h7h6 g5f3 e5e4 d1e2 a5c4 d3c4 f8c5 h2h3 e8g8 f3h2 e4e3 c1e3 c5e3 f2e3 f6e4 h2f1 d8f6 c2c3 c8f5 e2f3 a8e8 b1d2 f6e5 d2e4 f5e4 f3e2 e4h7 e1d2 c7c6 f1h2 c6d5 h2f3 e5e4 c4d5 e4d5 f3d4 e8e5 h1f1 h7e4 f1f2 f8e8 a2a3 b7b5 a1f1 d5a2 d2e1 e4g2 f2g2 e5e3 g2g7 g8h8 f1f7 a2b1 e1f2 e3e2 d4e2 b1c2 g7h7 c2h7 f7h7 h8h7 e2f4 h7g7 f2f3 g7f6 f4d5 f6g5 d5e3 e8d8 c3c4 b5c4 e3c4 d8d3 f3e4 d3h3
"Western op, USA","Western op, USA",1924.08.25,3,Carlos Torre Repetto,Samuel Reshevsky,1-0,?,?,D63,d2d4 d7d5 g1f3 g8f6 c2c4 e7e6 b1c3 b8d7 c1g5 f8e7 e2e3 e8g8 a1c1 b7b6 c4d5 e6d5 f3e5 c8b7 f2f4 f6e8 g5e7 d8e7 d1f3 e8f6 f1d3 f6e4 d3e4 d5e4 f3e2 d7e5 f4e5 a7a5 e2c2 e7g5 c2d2 f7f6 e5e6 f8e8 d4d5 a8d8 c1d1 e8e6 d5e6 d8d2 d1d2 g5e3 e1d1 g8f8 d2d7 e3f2 d1c1 b7a6 c3d5 f2c5 c1b1 a6b5 d7f7 f8e8 d5c7 e8d8 e6e7 d8c8 c7b5
"Western op, USA","Western op, USA",1924.08.25,4,Carlos Torre Repetto,John Winter,1-0,?,?,C10,e2e4 e7e6 d2d4 d7d5 b1c3 c7c5 e4d5 e6d5 g1f3 c8e6 f1e2 b8c6 e1g1 g8f6 c1f4 f8e7 c3b5 a8c8 d4c5 e7c5 b5d4 e8g8 d4c6 c8c6 f3d4 c6c8 f4g5 h7h6 g5h4 c5e7 f1e1 a7a6 e2f3 d8b6 a1b1 f8e8 c2c3 e7d8 d1d3 f6h7 h4d8 c8d8 e1e2 h7g5 b1e1 g5e4 h2h3 e6d7 f3e4 e8e4 e2e4 d5e4 e1e4 b6b2 d4f5 b2c1 g1h2 c1g5 e4d4 g7g6 f5e3 g5e7 e3g4 g8g7 d4d6 d7g4 d3d4 f7f6 d6d8 g4e6 d4d6 e7f7 c3c4 g6g5 c4c5 g7g6 c5c6 b7c6 d6c6 e6a2 c6c2 f6f5 d8d6 a2e6 c2c8 g6f6 c8h8
"Western op, USA","Western op, USA",1924.08.26,5,Robert Scrivener,Carlos Torre Repetto,0-1,?,?,C68,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 d2d4 e5d4 d1d4 d8d4 f3d4 f8d6 c1e3 g8e7 b1d2 e7g6 e1c1 e8g8 h2h3 f8e8 g2g3 f7f6 f2f4 c6c5 d4f3 b7b6 e3f2 c8b7 h1e1 e8e7 e1e2 a8e8 d1e1 d6f4 g3f4 g6f4 f2g3 f4e2 e1e2 b7e4 d2e4 e7e4 e2e4 e8e4 c1d2 e4e7 c2c4 g7g5 a2a4 a6a5 b2b3 g8f7 d2d3 f7g6 d3d2 f6f5 f3e5 g6f6 e5d3 f5f4 g3f2 f6f5 d3e1 h7h5 e1g2 g5g4 h3g4 h5g4 g2e1 g4g3 f2g1 f5g4 e1g2 f4f3 g2e3 g4h3 e3d1 e7d7 d2e1 d7d1
